"CITY","SECTOR_ID","SECTOR_NAME","ENODEBID","ENODEB_NAME","EARFCN","PCI","PSS","SSS","TAC","VENDOR","LONGITUDE","LATITUDE","STYLE","AZIMUTH","HEIGHT","ELECTTILT","MECHTILT","TOTLETILT"
"sanxia","15243-128","C氏马连-HLHF-1","15243","C氏马连-HLHF","38400","42","0","14","14579","华为","111.983","32.8356","宏站","30","23","3","3","6"
"sanxia","15243-129","C氏马连-HLHF-2","15243","C氏马连-HLHF","38400","43","1","14","14579","华为","111.983","32.8356","宏站","150","23","3","3","6"
"sanxia","15244-128","C氏马庄河-HLHF-1","15244","C氏马庄河-HLHF","38400","277","1","92","14579","华为","112.135","32.9234","宏站","0","17","3","2","5"
"sanxia","15244-129","C氏马庄河-HLHF-2","15244","C氏马庄河-HLHF","38400","276","0","92","14579","华为","112.135","32.9234","宏站","120","17","3","2","5"
"sanxia","15244-130","C氏马庄河-HLHF-3","15244","C氏马庄河-HLHF","38400","278","2","93","14579","华为","112.135","32.9234","宏站","240","17","3","2","5"
"sanxia","15245-128","C氏毛河-HLHF-1","15245","C氏毛河-HLHF","38400","484","1","161","14579","华为","111.868","32.6627","宏站","90","16","3","2","5"
"sanxia","15245-129","C氏毛河-HLHF-2","15245","C氏毛河-HLHF","38400","485","2","162","14579","华为","111.868","32.6627","宏站","180","16","3","2","5"
"sanxia","15245-130","C氏毛河-HLHF-3","15245","C氏毛河-HLHF","38400","483","0","161","14579","华为","111.868","32.6627","宏站","270","16","3","2","5"
"sanxia","15246-128","C氏梅家湾-HLHF-1","15246","C氏梅家湾-HLHF","38400","184","1","61","14579","华为","111.967","32.9875","宏站","20","33","3","2","5"
"sanxia","15246-129","C氏梅家湾-HLHF-2","15246","C氏梅家湾-HLHF","38400","185","2","62","14579","华为","111.967","32.9875","宏站","80","33","3","2","5"
"sanxia","15246-130","C氏梅家湾-HLHF-3","15246","C氏梅家湾-HLHF","38400","183","0","61","14579","华为","111.967","32.9875","宏站","220","33","3","2","5"
"sanxia","15247-128","C氏苗村-HLHF-1","15247","C氏苗村-HLHF","38400","315","0","105","18839","华为","112.173","33.1084","宏站","30","33","3","2","5"
"sanxia","15247-129","C氏苗村-HLHF-2","15247","C氏苗村-HLHF","38400","316","1","105","18839","华为","112.173","33.1084","宏站","120","33","3","2","5"
"sanxia","15247-130","C氏苗村-HLHF-3","15247","C氏苗村-HLHF","38400","317","2","106","18839","华为","112.173","33.1084","宏站","270","33","3","0","3"
"sanxia","15248-128","C氏庙坪村-HLHF-1","15248","C氏庙坪村-HLHF","38400","498","0","166","18839","华为","112.201","33.1498","宏站","0","33","3","0","3"
"sanxia","15248-129","C氏庙坪村-HLHF-2","15248","C氏庙坪村-HLHF","38400","499","1","166","18839","华为","112.201","33.1498","宏站","120","33","3","0","3"
"sanxia","15248-130","C氏庙坪村-HLHF-3","15248","C氏庙坪村-HLHF","38400","500","2","167","18839","华为","112.201","33.1498","宏站","240","33","3","0","3"
"sanxia","15249-128","C氏庙上-HLHF-1","15249","C氏庙上-HLHF","38400","116","2","39","14579","华为","112.086","32.663","宏站","0","13","3","1","4"
"sanxia","15249-129","C氏庙上-HLHF-2","15249","C氏庙上-HLHF","38400","114","0","38","14579","华为","112.086","32.663","宏站","120","13","3","0","3"
"sanxia","15250-128","C氏民湾-HLHF-1","15250","C氏民湾-HLHF","38400","52","1","17","18832","华为","111.97","33.232","宏站","70","16","3","5","8"
"sanxia","15250-129","C氏民湾-HLHF-2","15250","C氏民湾-HLHF","38400","51","0","17","18832","华为","111.97","33.232","宏站","210","16","3","5","8"
"sanxia","15250-130","C氏民湾-HLHF-3","15250","C氏民湾-HLHF","38400","53","2","18","18832","华为","111.97","33.232","宏站","330","16","3","5","8"
"sanxia","15251-128","C氏磨盘河-HLHF-1","15251","C氏磨盘河-HLHF","38400","145","1","48","18832","华为","112.043","33.1519","宏站","0","33","3","1","4"
"sanxia","15251-129","C氏磨盘河-HLHF-2","15251","C氏磨盘河-HLHF","38400","144","0","48","18832","华为","112.043","33.1519","宏站","180","33","3","3","6"
"sanxia","15252-128","C氏磨上-HLHF-1","15252","C氏磨上-HLHF","38400","319","1","106","18832","华为","112.118","33.2928","宏站","60","33","3","1","4"
"sanxia","15252-129","C氏磨上-HLHF-2","15252","C氏磨上-HLHF","38400","318","0","106","18832","华为","112.118","33.2928","宏站","135","33","3","1","4"
"sanxia","15252-130","C氏磨上-HLHF-3","15252","C氏磨上-HLHF","38400","320","2","107","18832","华为","112.118","33.2928","宏站","300","33","3","2","5"
"sanxia","15253-128","C氏南石桥-HLHF-1","15253","C氏南石桥-HLHF","38400","362","2","121","18839","华为","112.086","33.028","宏站","320","38","3","2","5"
"sanxia","15253-129","C氏南石桥-HLHF-2","15253","C氏南石桥-HLHF","38400","361","1","120","18839","华为","112.086","33.028","宏站","160","38","3","2","5"
"sanxia","15254-128","C氏南峪沟-HLHF-1","15254","C氏南峪沟-HLHF","38400","330","0","110","14579","华为","111.974","32.7664","宏站","70","16","3","2","5"
"sanxia","15254-129","C氏南峪沟-HLHF-2","15254","C氏南峪沟-HLHF","38400","331","1","110","14579","华为","111.974","32.7664","宏站","190","16","3","2","5"
"sanxia","15254-130","C氏南峪沟-HLHF-3","15254","C氏南峪沟-HLHF","38400","332","2","111","14579","华为","111.974","32.7664","宏站","280","16","3","2","5"
"sanxia","15255-128","C氏碾道-HLHF-1","15255","C氏碾道-HLHF","38400","425","2","142","14579","华为","111.803","32.8952","宏站","340","16","3","2","5"
"sanxia","15255-129","C氏碾道-HLHF-2","15255","C氏碾道-HLHF","38400","423","0","141","14579","华为","111.803","32.8952","宏站","100","16","3","2","5"
"sanxia","15255-130","C氏碾道-HLHF-3","15255","C氏碾道-HLHF","38400","424","1","141","14579","华为","111.803","32.8952","宏站","200","16","3","2","5"
"sanxia","15256-128","C氏碾子沟-HLHF-1","15256","C氏碾子沟-HLHF","38400","68","2","23","18839","华为","112.304","33.0266","宏站","0","16","3","3","6"
"sanxia","15256-129","C氏碾子沟-HLHF-2","15256","C氏碾子沟-HLHF","38400","66","0","22","18839","华为","112.304","33.0266","宏站","120","16","3","3","6"
"sanxia","15256-130","C氏碾子沟-HLHF-3","15256","C氏碾子沟-HLHF","38400","67","1","22","18839","华为","112.304","33.0266","宏站","240","16","3","3","6"
"sanxia","15257-128","C氏鸟桥-HLHF-1","15257","C氏鸟桥-HLHF","38400","45","0","15","18832","华为","111.758","33.0691","宏站","0","10","3","4","7"
"sanxia","15257-129","C氏鸟桥-HLHF-2","15257","C氏鸟桥-HLHF","38400","46","1","15","18832","华为","111.758","33.0691","宏站","120","10","3","0","3"
"sanxia","15258-128","C氏漂池-HLHF-1","15258","C氏漂池-HLHF","38400","455","2","152","14579","华为","112.09","32.7229","宏站","30","33","3","0","3"
"sanxia","15258-129","C氏漂池-HLHF-2","15258","C氏漂池-HLHF","38400","454","1","151","14579","华为","112.09","32.7229","宏站","150","33","3","1","4"
"sanxia","15258-130","C氏漂池-HLHF-3","15258","C氏漂池-HLHF","38400","453","0","151","14579","华为","112.09","32.7229","宏站","280","33","3","1","4"
"sanxia","15259-128","C氏淇河漂流-HLHF-1","15259","C氏淇河漂流-HLHF","38400","169","1","56","14579","华为","111.928","32.7206","宏站","320","16","3","2","5"
"sanxia","15259-129","C氏淇河漂流-HLHF-2","15259","C氏淇河漂流-HLHF","38400","170","2","57","14579","华为","111.928","32.7206","宏站","80","16","3","2","5"
"sanxia","15259-130","C氏淇河漂流-HLHF-3","15259","C氏淇河漂流-HLHF","38400","168","0","56","14579","华为","111.928","32.7206","宏站","160","16","3","2","5"
"sanxia","15260-128","C氏前红椿沟-HLHF-1","15260","C氏前红椿沟-HLHF","38400","268","1","89","18832","华为","111.897","33.193","宏站","20","10","3","0","3"
"sanxia","15260-129","C氏前红椿沟-HLHF-2","15260","C氏前红椿沟-HLHF","38400","267","0","89","18832","华为","111.897","33.193","宏站","140","10","3","4","7"
"sanxia","15261-128","C氏前庄-HLHF-1","15261","C氏前庄-HLHF","38400","431","2","144","14579","华为","111.898","32.6659","宏站","340","16","3","2","5"
"sanxia","15261-129","C氏前庄-HLHF-2","15261","C氏前庄-HLHF","38400","430","1","143","14579","华为","111.898","32.6659","宏站","100","16","3","2","5"
"sanxia","15261-130","C氏前庄-HLHF-3","15261","C氏前庄-HLHF","38400","429","0","143","14579","华为","111.898","32.6659","宏站","210","16","3","2","5"
"sanxia","15262-128","C氏青岩壁-HLHF-1","15262","C氏青岩壁-HLHF","38400","448","1","149","14579","华为","111.689","32.9982","宏站","80","16","3","1","4"
"sanxia","15262-129","C氏青岩壁-HLHF-2","15262","C氏青岩壁-HLHF","38400","449","2","150","14579","华为","111.689","32.9982","宏站","170","16","3","3","6"
"sanxia","15262-130","C氏青岩壁-HLHF-3","15262","C氏青岩壁-HLHF","38400","447","0","149","14579","华为","111.689","32.9982","宏站","310","16","3","2","5"
"sanxia","15263-128","C氏三关村-HLHF-1","15263","C氏三关村-HLHF","38400","332","2","111","18832","华为","111.638","33.1098","宏站","340","11","3","2","5"
"sanxia","15263-129","C氏三关村-HLHF-2","15263","C氏三关村-HLHF","38400","331","1","110","18832","华为","111.638","33.1098","宏站","220","11","3","2","5"
"sanxia","15264-128","C氏三门-HLHF-1","15264","C氏三门-HLHF","38400","491","2","164","18839","华为","112.235","33.0703","宏站","0","16","3","3","6"
"sanxia","15264-129","C氏三门-HLHF-2","15264","C氏三门-HLHF","38400","489","0","163","18839","华为","112.235","33.0703","宏站","120","16","3","7","10"
"sanxia","15264-130","C氏三门-HLHF-3","15264","C氏三门-HLHF","38400","490","1","163","18839","华为","112.235","33.0703","宏站","240","16","3","3","6"
"sanxia","15265-128","C氏沙沟-HLHF-1","15265","C氏沙沟-HLHF","38400","222","0","74","14579","华为","111.711","32.918","宏站","0","15","3","0","3"
"sanxia","15265-129","C氏沙沟-HLHF-2","15265","C氏沙沟-HLHF","38400","224","2","75","14579","华为","111.711","32.918","宏站","120","15","3","0","3"
"sanxia","15265-130","C氏沙沟-HLHF-3","15265","C氏沙沟-HLHF","38400","223","1","74","14579","华为","111.711","32.918","宏站","230","15","3","0","3"
"sanxia","15266-128","C氏上店-HLHF-1","15266","C氏上店-HLHF","38400","150","0","50","14579","华为","111.842","32.9583","宏站","0","15","3","0","3"
"sanxia","15266-129","C氏上店-HLHF-2","15266","C氏上店-HLHF","38400","151","1","50","14579","华为","111.842","32.9583","宏站","120","15","3","0","3"
"sanxia","15266-130","C氏上店-HLHF-3","15266","C氏上店-HLHF","38400","152","2","51","14579","华为","111.842","32.9583","宏站","230","15","3","0","3"
"sanxia","15267-128","C氏上店一-HLHF-1","15267","C氏上店一-HLHF","38400","495","0","165","14579","华为","111.832","32.9293","宏站","70","10","3","2","5"
"sanxia","15267-129","C氏上店一-HLHF-2","15267","C氏上店一-HLHF","38400","494","2","165","14579","华为","111.832","32.9293","宏站","140","10","3","2","5"
"sanxia","15267-130","C氏上店一-HLHF-3","15267","C氏上店一-HLHF","38400","493","1","164","14579","华为","111.832","32.9293","宏站","50","10","3","3","6"
"sanxia","15267-131","C氏上店一-HLHF-4","15267","C氏上店一-HLHF","38400","492","0","164","14579","华为","111.832","32.9293","宏站","180","10","3","3","6"
"sanxia","15267-132","C氏上店一-HLHF-5","15267","C氏上店一-HLHF","38400","491","2","164","14579","华为","111.832","32.9293","宏站","60","10","3","3","6"
"sanxia","15267-133","C氏上店一-HLHF-6","15267","C氏上店一-HLHF","38400","490","1","163","14579","华为","111.832","32.9293","宏站","210","10","3","3","6"
"sanxia","15268-128","C氏石马公路-HLHF-1","15268","C氏石马公路-HLHF","38400","123","0","41","14579","华为","111.972","32.863","宏站","0","10","3","2","5"
"sanxia","15268-129","C氏石马公路-HLHF-2","15268","C氏石马公路-HLHF","38400","125","2","42","14579","华为","111.972","32.863","宏站","120","10","3","2","5"
"sanxia","15268-130","C氏石马公路-HLHF-3","15268","C氏石马公路-HLHF","38400","124","1","41","14579","华为","111.972","32.863","宏站","160","10","3","2","5"
"sanxia","15269-128","C氏双槐树隧道-HLHF-1","15269","C氏双槐树隧道-HLHF","38400","486","0","162","14579","华为","111.954","32.8165","宏站","60","10","3","1","4"
"sanxia","15269-129","C氏双槐树隧道-HLHF-2","15269","C氏双槐树隧道-HLHF","38400","487","1","162","14579","华为","111.954","32.8165","宏站","120","10","3","0","3"
"sanxia","15270-128","C氏塔子山-HLHF-1","15270","C氏塔子山-HLHF","38400","278","2","93","18832","华为","112.055","33.1738","宏站","230","11","3","2","5"
"sanxia","15270-129","C氏塔子山-HLHF-2","15270","C氏塔子山-HLHF","38400","276","0","92","18832","华为","112.055","33.1738","宏站","280","11","3","2","5"
"sanxia","15271-128","C氏西川-HLHF-1","15271","C氏西川-HLHF","38400","22","1","7","14579","华为","111.857","32.8551","宏站","0","15","3","2","5"
"sanxia","15271-129","C氏西川-HLHF-2","15271","C氏西川-HLHF","38400","21","0","7","14579","华为","111.857","32.8551","宏站","100","15","3","2","5"
"sanxia","15271-130","C氏西川-HLHF-3","15271","C氏西川-HLHF","38400","23","2","8","14579","华为","111.857","32.8551","宏站","250","15","3","2","5"
"sanxia","15272-128","C氏西大坪-HLHF-1","15272","C氏西大坪-HLHF","38400","159","0","53","14579","华为","111.999","32.7336","宏站","335","16","3","2","5"
"sanxia","15272-129","C氏西大坪-HLHF-2","15272","C氏西大坪-HLHF","38400","160","1","53","14579","华为","111.999","32.7336","宏站","125","16","3","2","5"
"sanxia","15273-128","C氏西桃花-HLHF-1","15273","C氏西桃花-HLHF","38400","39","0","13","14579","华为","111.889","32.8693","宏站","110","16","3","2","5"
"sanxia","15273-129","C氏西桃花-HLHF-2","15273","C氏西桃花-HLHF","38400","40","1","13","14579","华为","111.889","32.8693","宏站","210","16","3","2","5"
"sanxia","15273-130","C氏西桃花-HLHF-3","15273","C氏西桃花-HLHF","38400","41","2","14","14579","华为","111.889","32.8693","宏站","330","16","3","2","5"
"sanxia","15274-128","C氏下庄科-HLHF-1","15274","C氏下庄科-HLHF","38400","466","1","155","14579","华为","111.94","32.6798","宏站","330","11","3","2","5"
"sanxia","15274-129","C氏下庄科-HLHF-2","15274","C氏下庄科-HLHF","38400","465","0","155","14579","华为","111.94","32.6798","宏站","240","11","3","2","5"
"sanxia","15275-128","C氏香山庙-HLHF-1","15275","C氏香山庙-HLHF","38400","155","2","52","18839","华为","112.056","33.0994","宏站","0","33","3","4","7"
"sanxia","15275-129","C氏香山庙-HLHF-2","15275","C氏香山庙-HLHF","38400","154","1","51","18839","华为","112.056","33.0994","宏站","160","33","3","5","8"
"sanxia","15276-128","C氏香子坪-HLHF-1","15276","C氏香子坪-HLHF","38400","64","1","21","18839","华为","112.309","32.9814","宏站","50","16","3","2","5"
"sanxia","15276-129","C氏香子坪-HLHF-2","15276","C氏香子坪-HLHF","38400","63","0","21","18839","华为","112.309","32.9814","宏站","160","16","3","2","5"
"sanxia","15276-130","C氏香子坪-HLHF-3","15276","C氏香子坪-HLHF","38400","65","2","22","18839","华为","112.309","32.9814","宏站","270","16","3","2","5"
"sanxia","15277-128","C氏小沟河-HLHF-1","15277","C氏小沟河-HLHF","38400","109","1","36","14579","华为","112.203","32.8464","宏站","0","10","3","1","4"
"sanxia","15277-129","C氏小沟河-HLHF-2","15277","C氏小沟河-HLHF","38400","108","0","36","14579","华为","112.203","32.8464","宏站","180","10","3","0","3"
"sanxia","15278-128","C氏小龙沟-HLHF-1","15278","C氏小龙沟-HLHF","38400","327","0","109","14579","华为","111.844","32.7919","宏站","310","11","3","2","5"
"sanxia","15278-129","C氏小龙沟-HLHF-2","15278","C氏小龙沟-HLHF","38400","328","1","109","14579","华为","111.844","32.7919","宏站","80","11","3","2","5"
"sanxia","15278-130","C氏小龙沟-HLHF-3","15278","C氏小龙沟-HLHF","38400","329","2","110","14579","华为","111.844","32.7919","宏站","160","11","3","2","5"
"sanxia","15278-131","C氏小龙沟-HLHF-4","15278","C氏小龙沟-HLHF","38400","330","0","110","14579","华为","111.844","32.7919","宏站","75","11","3","2","5"
"sanxia","15278-132","C氏小龙沟-HLHF-5","15278","C氏小龙沟-HLHF","38400","331","1","110","14579","华为","111.844","32.7919","宏站","265","11","3","2","5"
"sanxia","15279-128","C氏淤泥河-HLHF-1","15279","C氏淤泥河-HLHF","38400","53","2","18","14579","华为","111.98","32.9396","宏站","315","16","3","6","9"
"sanxia","15279-130","C氏淤泥河-HLHF-3","15279","C氏淤泥河-HLHF","38400","52","1","17","14579","华为","111.98","32.9396","宏站","170","16","3","8","11"
"sanxia","15280-128","C氏鱼池-HLHF-1","15280","C氏鱼池-HLHF","38400","312","0","104","18832","华为","112.078","33.2542","宏站","40","15","3","0","3"
"sanxia","15280-129","C氏鱼池-HLHF-2","15280","C氏鱼池-HLHF","38400","313","1","104","18832","华为","112.078","33.2542","宏站","180","15","3","0","3"
"sanxia","15280-130","C氏鱼池-HLHF-3","15280","C氏鱼池-HLHF","38400","314","2","105","18832","华为","112.078","33.2542","宏站","280","15","3","0","3"
"sanxia","15281-128","C氏育林-HLHF-1","15281","C氏育林-HLHF","38400","203","2","68","14579","华为","111.772","32.9215","宏站","20","16","3","2","5"
"sanxia","15281-129","C氏育林-HLHF-2","15281","C氏育林-HLHF","38400","201","0","67","14579","华为","111.772","32.9215","宏站","170","16","3","1","4"
"sanxia","15281-130","C氏育林-HLHF-3","15281","C氏育林-HLHF","38400","202","1","67","14579","华为","111.772","32.9215","宏站","250","16","3","1","4"
"sanxia","15282-128","C氏张村-HLHF-1","15282","C氏张村-HLHF","38400","442","1","147","18832","华为","111.671","33.0924","宏站","0","16","3","1","4"
"sanxia","15282-129","C氏张村-HLHF-2","15282","C氏张村-HLHF","38400","443","2","148","18832","华为","111.671","33.0924","宏站","90","16","3","1","4"
"sanxia","15282-130","C氏张村-HLHF-3","15282","C氏张村-HLHF","38400","441","0","147","18832","华为","111.671","33.0924","宏站","250","16","3","1","4"
"sanxia","15283-128","C氏张家-HLHF-1","15283","C氏张家-HLHF","38400","92","2","31","18839","华为","111.983","33.0698","宏站","30","33","3","6","9"
"sanxia","15283-129","C氏张家-HLHF-2","15283","C氏张家-HLHF","38400","90","0","30","18839","华为","111.983","33.0698","宏站","110","33","3","4","7"
"sanxia","15283-130","C氏张家-HLHF-3","15283","C氏张家-HLHF","38400","91","1","30","18839","华为","111.983","33.0698","宏站","270","33","3","6","9"
"sanxia","15284-128","C氏中里坪-HLHF-1","15284","C氏中里坪-HLHF","38400","163","1","54","14579","华为","112.159","32.8926","宏站","0","16","3","2","5"
"sanxia","15284-129","C氏中里坪-HLHF-2","15284","C氏中里坪-HLHF","38400","164","2","55","14579","华为","112.159","32.8926","宏站","120","16","3","2","5"
"sanxia","15284-130","C氏中里坪-HLHF-3","15284","C氏中里坪-HLHF","38400","162","0","54","14579","华为","112.159","32.8926","宏站","240","16","3","2","5"
"sanxia","15285-128","C氏猪拱石-HLHF-1","15285","C氏猪拱石-HLHF","38400","454","1","151","14579","华为","111.659","33.0139","宏站","20","16","3","2","5"
"sanxia","15285-129","C氏猪拱石-HLHF-2","15285","C氏猪拱石-HLHF","38400","455","2","152","14579","华为","111.659","33.0139","宏站","120","16","3","2","5"
"sanxia","15285-130","C氏猪拱石-HLHF-3","15285","C氏猪拱石-HLHF","38400","453","0","151","14579","华为","111.659","33.0139","宏站","290","16","3","2","5"
"sanxia","15286-128","C氏状沟-HLHF-1","15286","C氏状沟-HLHF","38400","255","0","85","14579","华为","112.122","32.961","宏站","320","11","3","2","5"
"sanxia","15286-129","C氏状沟-HLHF-2","15286","C氏状沟-HLHF","38400","257","2","86","14579","华为","112.122","32.961","宏站","170","11","3","2","5"
"sanxia","15287-128","马坡-HLHF-1","15287","马坡-HLHF","38400","398","2","133","18833","华为","112.26","33.7866","宏站","100","43","6","2","8"
"sanxia","15287-129","马坡-HLHF-2","15287","马坡-HLHF","38400","397","1","132","18833","华为","112.26","33.7866","宏站","200","43","6","4","10"
"sanxia","15287-130","马坡-HLHF-3","15287","马坡-HLHF","38400","396","0","132","18833","华为","112.26","33.7866","宏站","300","43","6","2","8"
"sanxia","15288-128","E宝李家沟-HLHF-1","15288","E宝李家沟-HLHF","38400","448","1","149","14435","华为","111.473","33.5139","宏站","0","45","3","3","6"
"sanxia","15288-129","E宝李家沟-HLHF-2","15288","E宝李家沟-HLHF","38400","449","2","150","14435","华为","111.473","33.5139","宏站","90","45","3","3","6"
"sanxia","15288-130","E宝李家沟-HLHF-3","15288","E宝李家沟-HLHF","38400","447","0","149","14435","华为","111.473","33.5139","宏站","180","45","3","3","6"
"sanxia","15289-128","A池班村-HLHF-1","15289","A池班村-HLHF","38400","476","2","159","18833","华为","112.709","33.7557","宏站","30","33","3","6","9"
"sanxia","15289-129","A池班村-HLHF-2","15289","A池班村-HLHF","38400","474","0","158","18833","华为","112.709","33.7557","宏站","160","33","3","0","3"
"sanxia","15289-130","A池班村-HLHF-3","15289","A池班村-HLHF","38400","475","1","158","18833","华为","112.709","33.7557","宏站","300","33","3","6","9"
"sanxia","15290-128","A池崔门-HLHF-1","15290","A池崔门-HLHF","38400","493","1","164","14467","华为","112.835","33.7966","宏站","90","23","3","1","4"
"sanxia","15290-129","A池崔门-HLHF-2","15290","A池崔门-HLHF","38400","492","0","164","14467","华为","112.835","33.7966","宏站","280","23","3","1","4"
"sanxia","15291-128","A池大水沟-HLHF-1","15291","A池大水沟-HLHF","38400","12","0","4","14339","华为","112.905","33.826","宏站","5","33","6","3","9"
"sanxia","15291-129","A池大水沟-HLHF-2","15291","A池大水沟-HLHF","38400","13","1","4","14339","华为","112.905","33.826","宏站","140","33","6","3","9"
"sanxia","15291-130","A池大水沟-HLHF-3","15291","A池大水沟-HLHF","38400","14","2","5","14339","华为","112.905","33.826","宏站","280","33","6","3","9"
"sanxia","15292-128","A池东岭-HLHF-1","15292","A池东岭-HLHF","38400","385","1","128","14547","华为","112.772","33.6333","宏站","150","33","3","1","4"
"sanxia","15292-129","A池东岭-HLHF-2","15292","A池东岭-HLHF","38400","386","2","129","14547","华为","112.772","33.6333","宏站","240","33","3","1","4"
"sanxia","15292-130","A池东岭-HLHF-3","15292","A池东岭-HLHF","38400","384","0","128","14547","华为","112.772","33.6333","宏站","340","33","3","1","4"
"sanxia","15293-128","A池东杨村-HLHF-1","15293","A池东杨村-HLHF","38400","116","2","39","14467","华为","112.922","33.6432","宏站","30","33","3","2","5"
"sanxia","15293-129","A池东杨村-HLHF-2","15293","A池东杨村-HLHF","38400","114","0","38","14467","华为","112.922","33.6432","宏站","150","33","3","1","4"
"sanxia","15293-130","A池东杨村-HLHF-3","15293","A池东杨村-HLHF","38400","115","1","38","14467","华为","112.922","33.6432","宏站","270","33","3","1","4"
"sanxia","15294-128","A池杜村沟-HLHF-1","15294","A池杜村沟-HLHF","38400","451","1","150","14563","华为","112.857","33.7082","宏站","30","33","3","2","5"
"sanxia","15294-129","A池杜村沟-HLHF-2","15294","A池杜村沟-HLHF","38400","450","0","150","14563","华为","112.857","33.7082","宏站","180","33","3","3","6"
"sanxia","15294-130","A池杜村沟-HLHF-3","15294","A池杜村沟-HLHF","38400","452","2","151","14563","华为","112.857","33.7082","宏站","290","33","3","3","6"
"sanxia","15295-128","A池高唐-HLHF-1","15295","A池高唐-HLHF","38400","99","0","33","14339","华为","112.839","33.8492","宏站","310","38","3","1","4"
"sanxia","15295-129","A池高唐-HLHF-2","15295","A池高唐-HLHF","38400","101","2","34","14339","华为","112.839","33.8492","宏站","70","38","3","2","5"
"sanxia","15295-130","A池高唐-HLHF-3","15295","A池高唐-HLHF","38400","100","1","33","14339","华为","112.839","33.8492","宏站","150","38","3","0","3"
"sanxia","15296-128","A池关底-HLHF-1","15296","A池关底-HLHF","38400","129","0","43","14339","华为","112.879","34.0302","宏站","20","38","3","1","4"
"sanxia","15296-129","A池关底-HLHF-2","15296","A池关底-HLHF","38400","131","2","44","14339","华为","112.879","34.0302","宏站","100","38","3","1","4"
"sanxia","15296-130","A池关底-HLHF-3","15296","A池关底-HLHF","38400","130","1","43","14339","华为","112.879","34.0302","宏站","240","38","3","3","6"
"sanxia","15297-128","A池郭家坑-HLHF-1","15297","A池郭家坑-HLHF","38400","293","2","98","14339","华为","112.811","33.8496","宏站","100","33","3","0","3"
"sanxia","15297-129","A池郭家坑-HLHF-2","15297","A池郭家坑-HLHF","38400","291","0","97","14339","华为","112.811","33.8496","宏站","200","33","3","2","5"
"sanxia","15297-130","A池郭家坑-HLHF-3","15297","A池郭家坑-HLHF","38400","292","1","97","14339","华为","112.811","33.8496","宏站","340","33","3","1","4"
"sanxia","15298-128","A池韩家坑-HLHF-1","15298","A池韩家坑-HLHF","38400","50","2","17","14339","华为","112.778","33.8605","宏站","0","33","3","0","3"
"sanxia","15298-129","A池韩家坑-HLHF-2","15298","A池韩家坑-HLHF","38400","48","0","16","14339","华为","112.778","33.8605","宏站","120","33","3","2","5"
"sanxia","15298-130","A池韩家坑-HLHF-3","15298","A池韩家坑-HLHF","38400","49","1","16","14339","华为","112.778","33.8605","宏站","240","33","3","1","4"
"sanxia","15299-128","A池河沟村-HLHF-1","15299","A池河沟村-HLHF","38400","440","2","147","14339","华为","112.974","33.853","宏站","30","33","3","0","3"
"sanxia","15299-129","A池河沟村-HLHF-2","15299","A池河沟村-HLHF","38400","438","0","146","14339","华为","112.974","33.853","宏站","280","33","3","0","3"
"sanxia","15300-128","A池红石峡-HLHF-1","15300","A池红石峡-HLHF","38400","247","1","82","14339","华为","112.716","33.917","宏站","220","10","3","5","8"
"sanxia","15300-129","A池红石峡-HLHF-2","15300","A池红石峡-HLHF","38400","246","0","82","14339","华为","112.716","33.917","宏站","270","10","3","2","5"
"sanxia","15301-128","A池胡疙瘩-HLHF-1","15301","A池胡疙瘩-HLHF","38400","419","2","140","14563","华为","112.858","33.6885","宏站","90","33","3","1","4"
"sanxia","15301-129","A池胡疙瘩-HLHF-2","15301","A池胡疙瘩-HLHF","38400","417","0","139","14563","华为","112.858","33.6885","宏站","190","33","3","1","4"
"sanxia","15301-130","A池胡疙瘩-HLHF-3","15301","A池胡疙瘩-HLHF","38400","418","1","139","14563","华为","112.858","33.6885","宏站","320","33","3","1","4"
"sanxia","15302-128","A池吉家岭-HLHF-1","15302","A池吉家岭-HLHF","38400","16","1","5","14339","华为","112.788","34.0082","宏站","30","33","3","0","3"
"sanxia","15302-129","A池吉家岭-HLHF-2","15302","A池吉家岭-HLHF","38400","15","0","5","14339","华为","112.788","34.0082","宏站","180","33","3","0","3"
"sanxia","15302-130","A池吉家岭-HLHF-3","15302","A池吉家岭-HLHF","38400","17","2","6","14339","华为","112.788","34.0082","宏站","280","33","3","0","3"
"sanxia","15303-128","A池金灯河-HLHF-1","15303","A池金灯河-HLHF","38400","320","2","107","14339","华为","112.952","34.0084","宏站","10","38","3","1","4"
"sanxia","15303-129","A池金灯河-HLHF-2","15303","A池金灯河-HLHF","38400","318","0","106","14339","华为","112.952","34.0084","宏站","110","38","3","1","4"
"sanxia","15303-130","A池金灯河-HLHF-3","15303","A池金灯河-HLHF","38400","319","1","106","14339","华为","112.952","34.0084","宏站","250","38","3","1","4"
"sanxia","15304-128","A池坷增-HLHF-1","15304","A池坷增-HLHF","38400","157","1","52","14339","华为","112.807","33.9253","宏站","80","38","3","1","4"
"sanxia","15304-129","A池坷增-HLHF-2","15304","A池坷增-HLHF","38400","158","2","53","14339","华为","112.807","33.9253","宏站","170","38","3","1","4"
"sanxia","15305-128","A池龙王庄-HLHF-1","15305","A池龙王庄-HLHF","38400","191","2","64","18833","华为","112.611","33.7432","宏站","30","33","3","1","4"
